fill	x	y	tooltip	key	showSelectedlegendfill	clickSelects	showSelected1
#FFFFFF	0	0	1.6<thresh<Inf FP=0 FN=4	2.6 Inf	More	Inf	2.6
#FFFFFF	1	1	-Inf<thresh<-6.8 FP=12 FN=0	2.8 -Inf	More	-Inf	2.8
#FFFFFF	0.916666666666667	1	-6.8<thresh<-5.9 FP=11 FN=0	2.8 -6.38704105367987	More	-6.38704105367987	2.8
#FFFFFF	0.666666666666667	1	-5.9<thresh<-5.2 FP=8 FN=0	2.8 -5.59169083010477	More	-5.59169083010477	2.8
#FFFFFF	0.583333333333333	1	-5.2<thresh<-4.5 FP=7 FN=0	2.8 -4.87437721907083	More	-4.87437721907083	2.8
#FFFFFF	0.583333333333333	0.75	-4.5<thresh<-4.0 FP=7 FN=1	2.8 -4.27345141531201	More	-4.27345141531201	2.8
#FFFFFF	0.333333333333333	0.75	-4.0<thresh<-3.2 FP=4 FN=1	2.8 -3.61716945505453	More	-3.61716945505453	2.8
#FFFFFF	0.25	0.75	-3.2<thresh<-3.2 FP=3 FN=1	2.8 -3.17246989964386	More	-3.17246989964386	2.8
#FFFFFF	0.166666666666667	0.75	-3.2<thresh<-2.6 FP=2 FN=1	2.8 -2.87110214393305	More	-2.87110214393305	2.8
#000000	0.0833333333333333	0.75	-2.6<thresh<-2.5 FP=1 FN=1	2.8 -2.524465240576	Min	-2.524465240576	2.8
#FFFFFF	0.0833333333333333	0.5	-2.5<thresh<-1.5 FP=1 FN=2	2.8 -1.98292451635157	More	-1.98292451635157	2.8
#FFFFFF	0.0833333333333333	0.25	-1.5<thresh<-1.0 FP=1 FN=3	2.8 -1.24718648453453	More	-1.24718648453453	2.8
#FFFFFF	0	0.25	-1.0<thresh<1.6 FP=0 FN=3	2.8 0.293237447653286	More	0.293237447653286	2.8
#FFFFFF	0	0	1.6<thresh<Inf FP=0 FN=4	2.8 Inf	More	Inf	2.8
#FFFFFF	1	1	-Inf<thresh<-7.0 FP=12 FN=0	3 -Inf	More	-Inf	3
#FFFFFF	0.916666666666667	1	-7.0<thresh<-6.1 FP=11 FN=0	3 -6.58704105367987	More	-6.58704105367987	3
#FFFFFF	0.666666666666667	1	-6.1<thresh<-5.4 FP=8 FN=0	3 -5.79169083010477	More	-5.79169083010477	3
#FFFFFF	0.583333333333333	1	-5.4<thresh<-4.7 FP=7 FN=0	3 -5.07437721907083	More	-5.07437721907083	3
#FFFFFF	0.583333333333333	0.75	-4.7<thresh<-4.0 FP=7 FN=1	3 -4.37345141531201	More	-4.37345141531201	3
#FFFFFF	0.333333333333333	0.75	-4.0<thresh<-3.4 FP=4 FN=1	3 -3.71716945505453	More	-3.71716945505453	3
#FFFFFF	0.25	0.75	-3.4<thresh<-3.2 FP=3 FN=1	3 -3.27246989964386	More	-3.27246989964386	3
#FFFFFF	0.166666666666667	0.75	-3.2<thresh<-2.6 FP=2 FN=1	3 -2.87110214393305	More	-2.87110214393305	3
#000000	0.0833333333333333	0.75	-2.6<thresh<-2.5 FP=1 FN=1	3 -2.524465240576	Min	-2.524465240576	3
#FFFFFF	0.0833333333333333	0.5	-2.5<thresh<-1.7 FP=1 FN=2	3 -2.08292451635157	More	-2.08292451635157	3
#FFFFFF	0.0833333333333333	0.25	-1.7<thresh<-1.0 FP=1 FN=3	3 -1.34718648453453	More	-1.34718648453453	3
#FFFFFF	0	0.25	-1.0<thresh<1.6 FP=0 FN=3	3 0.293237447653286	More	0.293237447653286	3
#FFFFFF	0	0	1.6<thresh<Inf FP=0 FN=4	3 Inf	More	Inf	3
#FFFFFF	1	1	-Inf<thresh<-7.2 FP=12 FN=0	3.2 -Inf	More	-Inf	3.2
#FFFFFF	0.916666666666667	1	-7.2<thresh<-6.3 FP=11 FN=0	3.2 -6.78704105367987	More	-6.78704105367987	3.2
#FFFFFF	0.666666666666667	1	-6.3<thresh<-5.6 FP=8 FN=0	3.2 -5.99169083010477	More	-5.99169083010477	3.2
#FFFFFF	0.583333333333333	1	-5.6<thresh<-4.9 FP=7 FN=0	3.2 -5.27437721907083	More	-5.27437721907083	3.2
#FFFFFF	0.583333333333333	0.75	-4.9<thresh<-4.0 FP=7 FN=1	3.2 -4.47345141531201	More	-4.47345141531201	3.2
#FFFFFF	0.333333333333333	0.75	-4.0<thresh<-3.6 FP=4 FN=1	3.2 -3.81716945505453	More	-3.81716945505453	3.2
#FFFFFF	0.25	0.75	-3.6<thresh<-3.2 FP=3 FN=1	3.2 -3.37246989964386	More	-3.37246989964386	3.2
#FFFFFF	0.166666666666667	0.75	-3.2<thresh<-2.6 FP=2 FN=1	3.2 -2.87110214393305	More	-2.87110214393305	3.2
#000000	0.0833333333333333	0.75	-2.6<thresh<-2.5 FP=1 FN=1	3.2 -2.524465240576	Min	-2.524465240576	3.2
#FFFFFF	0.0833333333333333	0.5	-2.5<thresh<-1.9 FP=1 FN=2	3.2 -2.18292451635157	More	-2.18292451635157	3.2
#FFFFFF	0.0833333333333333	0.25	-1.9<thresh<-1.0 FP=1 FN=3	3.2 -1.44718648453453	More	-1.44718648453453	3.2
#FFFFFF	0	0.25	-1.0<thresh<1.6 FP=0 FN=3	3.2 0.293237447653286	More	0.293237447653286	3.2
#FFFFFF	0	0	1.6<thresh<Inf FP=0 FN=4	3.2 Inf	More	Inf	3.2
#FFFFFF	1	1	-Inf<thresh<-7.4 FP=12 FN=0	3.4 -Inf	More	-Inf	3.4
#FFFFFF	0.916666666666667	1	-7.4<thresh<-6.5 FP=11 FN=0	3.4 -6.98704105367987	More	-6.98704105367987	3.4
#FFFFFF	0.666666666666667	1	-6.5<thresh<-5.8 FP=8 FN=0	3.4 -6.19169083010477	More	-6.19169083010477	3.4
#FFFFFF	0.583333333333333	1	-5.8<thresh<-5.1 FP=7 FN=0	3.4 -5.47437721907083	More	-5.47437721907083	3.4
#FFFFFF	0.583333333333333	0.75	-5.1<thresh<-4.0 FP=7 FN=1	3.4 -4.57345141531201	More	-4.57345141531201	3.4
#FFFFFF	0.333333333333333	0.75	-4.0<thresh<-3.8 FP=4 FN=1	3.4 -3.91716945505453	More	-3.91716945505453	3.4
#FFFFFF	0.25	0.75	-3.8<thresh<-3.2 FP=3 FN=1	3.4 -3.47246989964386	More	-3.47246989964386	3.4
#FFFFFF	0.166666666666667	0.75	-3.2<thresh<-2.6 FP=2 FN=1	3.4 -2.87110214393305	More	-2.87110214393305	3.4
#000000	0.0833333333333333	0.75	-2.6<thresh<-2.5 FP=1 FN=1	3.4 -2.524465240576	Min	-2.524465240576	3.4
#FFFFFF	0.0833333333333333	0.5	-2.5<thresh<-2.1 FP=1 FN=2	3.4 -2.28292451635157	More	-2.28292451635157	3.4
